t,signal
10.356204928416604,-0.6208246201134631
10.419352519443535,-0.8435073331433417
10.482500110470466,-0.8625777164396057
10.545647701497396,-1.0491863194242912
10.608795292524327,-0.7613949419722312
10.671942883551257,-0.8563380451560799
10.735090474578188,-0.8595719994255039
10.79823806560512,-0.9758250379612362
10.861385656632049,-0.8993447285603325
10.92453324765898,-0.9603829629068978
10.98768083868591,-0.9386499391082557
11.05082842971284,-1.0136931740612078
11.11397602073977,-1.1403874945828656
11.177123611766701,-0.8806797024560516
11.240271202793632,-1.163706759201957
11.303418793820562,-0.9769825761416431
11.366566384847493,-0.952420377992401
11.429713975874423,-1.0115182650439323
11.492861566901354,-0.8175675652278025
11.556009157928285,-0.8670570039132555
11.619156748955215,-0.8554785349807493
11.682304339982146,-0.7213391581175749
11.745451931009075,-0.7794301704229188
11.808599522036006,-0.5484061451253537
11.871747113062938,-0.6049507153083755
11.934894704089867,-0.6377699906199727
11.998042295116798,-0.7326504033228429
12.061189886143728,-0.6147409208329543
12.12433747717066,-0.3190949892333734
12.18748506819759,-0.3749456917276806
12.25063265922452,-0.3388305384421228
12.313780250251451,-0.08558780094603849
12.37692784127838,-0.31657659089710855
12.440075432305312,-0.18452548505185362
12.503223023332243,-0.11036439898852149
12.566370614359172,0.05863372815312955
